,SongID,Lyrics
92,Look At Her Now.Selena Gomez,"['[Intro]', 'Yeah', '', '[Verse 1]', 'They fell in love one summer', 'A little too wild for each other', ""Shiny 'til it wasn't"", ""Feels\u2005good\u2005'til it doesn't"", 'It\u2005was her first real lover', ""His too\u2005'til he had another"", 'Oh, God, when she found out', 'Trust levels went way down', '', '[Pre-Chorus]', 'Of course she was sad', ""But now she's glad she dodged a bullet (Mm)"", 'Took a few years to soak up the tears', 'But look at her now, watch her go', '', '[Chorus]', 'Mm-mm-mm, mm-mm-mm, mm-mm', 'Look at her now, watch her go', 'Mm-mm-mm, mm-mm-mm, mm-mm', 'Wow, look at her now', 'Mm-mm-mm, mm-mm-mm, mm-mm', 'Look at her now, watch her go', 'Mm-mm-mm, mm-mm-mm, mm-mm', 'Wow, look at her now', '', '[Post-Chorus]', 'Wow, look at her now', '', '[Verse 2]', 'Fast nights that got him', 'That new life was his problem', 'Not saying she was perfect', 'Still regrets that moment', 'Like that night', ""Wasn't wrong, wasn't right, yeah"", 'What a thing to be human (What a thing to be human)', 'Made her more of a woman (Made her more of a woman)', '', '[Pre-Chorus]', 'Of course she was sad', ""But now she's glad she dodged a bullet (Mm)"", 'Took a few years to soak up the tears', 'But look at her now, watch her go', '', '[Chorus]', 'Mm-mm-mm, mm-mm-mm, mm-mm', 'Look at her now, watch her go', 'Mm-mm-mm, mm-mm-mm, mm-mm', 'Wow, look at her now (Look at her now)', 'Mm-mm-mm, mm-mm-mm, mm-mm', 'Look at her now, watch her go', 'Mm-mm-mm, mm-mm-mm, mm-mm', 'Wow, look at her now', '', '[Post-Chorus]', '(Ah)', 'Wow, look at her now (Look at her now)', '(Look at her now)', 'Wow, look at her now', '', '[Bridge]', ""She knows she'll find love (She knows)"", 'Only if she wants it', ""She knows she'll find love (She knows)"", ""She knows she'll find love (She knows)"", 'Only if she wants it', ""She knows she'll find love (She knows)"", 'On the up from the way down', 'Look at her now, watch her go', '', '[Outro]', 'Mm-mm, look at her now, mm-mm (Oh)', ""She knows she'll find love (She knows she will)"", 'Only if she wants it', ""She knows she'll find love"", 'Look at her now, yeah (Look at her now)', ""She knows she'll find love (She knows she will)"", 'Only if she wants it', ""She knows she'll find love"", 'Wow, look at her now']"
93,What's The MoveYoung Thug Featuring Lil Uzi Vert,"['[Intro: Young Thug]', '(BL$$D)', ""I just let lil' mama suck me up, girl"", 'Is you tryna cry in a Rolls\u2005Royce\u2005or the bus‚\u2005girl?', 'I jumped off the porch and\u2005went straight up‚ girl (Straight up‚ girl)', 'You can leave your town and head to another world', '', '[Pre-Chorus: Young Thug]', 'What the move?', ""I'm tired of eyein' you"", ""I'm tired of spyin' on you"", ""'Til the pain mines too"", 'I made it rain on you', 'When it was hard to maintain too', ""I was playin' games with you"", 'Like you could never play games too, woah (Yeah)', '', '[Chorus: Young Thug]', 'You just gotta tell me what you want (Tell me what you want)', 'Louis Vuitton, diamonds‚ keep calm (Okay)', 'All you do is point at what you want (Point it out)', ""Crystal cut pointers in the charm, c'mon (Oh yeah)"", ""Thirty-five dollars for a duff' (For a duff')"", 'Nigga tryna buy the cash cost (Woo)', 'Percy Miller, brazy with the woes', ""Thirty-five dollars for a duff' (For a duff')"", 'You make it twerk for me', 'You get a purse from me', 'Eighty thousand dollars for her Birkin', 'You get a verse for free', 'I make her worship me', 'Copy it in bursts for me', 'Turn to a P-I-M-P‚ I make her work for me', ""You don't want the bag, oh no, no, no"", 'I make her drop it and pop it and work it on my nose', ""I make her shut up then suck it, she fuckin' at my shows, mmh"", ""I make her shut up, she fuckin', she suckin' at my shows, ayy"", '', '[Verse 1: Lil Uzi Vert]', ""Drip, drip, no shoestring my sneaker, won't trip"", ""My jeans is so tight they don't fit"", 'Still walk around with a stick on my hip', 'VVS diamonds right behind my lip', ""Don't walk with less than fifty on my wrist"", 'Diamonds so cold on my neck, it got me sick', 'Raf Simons, mix it up with the Rick', ""Flexin' on these haters who sent me 'my bad'"", 'Made it from the soil, made it from the Rex', 'Richer than your first, richer than your last', 'LUV, know I got swag', ""Pop a rubber band, pop another Xan'"", 'I groove around, party pack my hand', ""I'm seeing double lookin' through my lens"", 'Tell me what you want, I just want your friend', '', '[Chorus: Young Thug]', 'You just gotta tell me what you want (Tell me what you want)', 'Louis Vuitton, diamonds, keep calm (Okay)', 'All you do is point at what you want (Point it out)', ""Crystal cut pointers in the charm, c'mon (Oh yeah)"", ""Thirty-five dollars for a duff' (For a duff')"", 'Nigga tryna buy the cash cost (Woo)', 'Percy Miller, brazy with the woes', ""Thirty-five dollars for a duff' (For a duff')"", 'You make it twerk for me', 'You get a purse from me', 'Eighty thousand dollars for her Birkin', 'You get a verse for free', 'I make her worship me', 'Copy it in bursts for me', 'Turn to a P-I-M-P, I make her work for me', ""You don't want the bag, oh no, no, no"", 'I make her drop it and pop it and work it on my nose', ""I make her shut up then suck it, she fuckin' at my shows, mmh"", ""I make her shut up, she fuckin', she suckin' at my shows, ayy"", '', '[Verse 2: Young Thug]', 'Diamonds, they drip down my wrist', ""Let's get it, fuck all the skits, woo"", ""Left wrist sittin' on a brick (Left wrist)"", 'Bitch have it locked like a pick (Sheesh)', 'Fittz Park, came for the shit', 'Grab a AK for the wrist', ""Gorilla, rockin' Bape on a bitch"", 'Potential court case on a bitch (Bitch)', ""We livin' state to state on a bitch (We livin' state to state, yeah)"", 'We never ever play with the bitch (We never ever play, no)', 'Do everything the same on a bitch (Never tell the difference)', 'We known to pick the brains of a bitch (Big bag)', ""I throw the big B's on a bitch"", ""I got a few C's on a bitch (Got slatt)"", ""I'm in another league on a bitch"", ""My diamond 'bout to ski on a bitch (Woo)"", '', '[Pre-Chorus: Young Thug]', ""What's the move?"", ""I'm tired of eyein' you (Oh, yeah)"", ""I was tired of spyin' on you"", ""'Til the pain mines too (Yeah)"", 'Make it rain on you (Make it rain, rain)', 'It was hard to maintain too, ooh (It was hard to maintain)', ""I was playin' games with you"", ""Like you couldn't play games too, hey, okay"", '', '[Chorus: Young Thug]', 'You just gotta tell me what you want (Tell me what you want)', 'Louis Vuitton, diamonds, keep calm (Okay)', 'All you do is point at what you want (Point it out)', ""Crystal cut pointers in the charm, c'mon (Oh yeah)"", ""Thirty-five dollars for a duff' (For a duff')"", 'Nigga tryna buy the cash cost (Woo)', 'Percy Miller, brazy with the woes', ""Thirty-five dollars for a duff' (For a duff')"", 'You make it twerk for me', 'You get a purse from me', 'Eighty thousand dollars for her Birkin', 'You get a verse for free', 'I make her worship me', 'Copy it in bursts for me', 'Turn to a P-I-M-P, I make her work for me', ""You don't want the bag, oh no, no, no"", 'I make her drop it and pop it and work it on my nose', ""I make her shut up then suck it, she fuckin' at my shows, mmh"", ""I make her shut up, she fuckin', she suckin' at my shows, ayy""]"
94,Up All NightKhalid,"['[Verse 1]', ""Take me 'round the world and back again"", ""As I'm searching for my soul out there"", ""Oh,\u2005there's\u2005something that I'm\u2005wondering (Yeah)"", ""Where I'm going when my\u2005story ends"", '', '[Pre-Chorus]', ""Doesn't even matter anyway, no, we're"", ""Focused and I'm coping with the pain, yeah, we're"", ""Only getting older by the day, yeah, we're"", 'Only getting older (Only getting older)', ""Doesn't even matter anyway, no, we're"", ""Focused and I'm coping with the pain, yeah, we're"", ""Only getting older by the day, yeah, we're"", 'Only getting older (On my mind all the time)', '', '[Chorus]', 'Keeps me up all night', 'Keeps me', 'Get these thoughts that keep me up all night', 'Keeps me', 'Keeps me up all night', 'Keeps me', 'Get these thoughts that keep me up all night', 'Keeps me', '', '[Verse 2]', ""So I'ma light it up, I'm gettin high (So high)"", ""Ask me how I am, I'm getting by (Getting by by the minute)"", ""But I'm thankful that I'm still alive (Alive)"", ""'Cause there's so much more I'm left to find"", '', '[Pre-Chorus]', ""Doesn't even matter anyway, no, we're"", ""Focused and I'm coping with the pain, yeah, we're"", ""Only getting older by the day, yeah, we're"", 'Only getting older (Only getting older)', ""Doesn't even matter anyway, no, we're"", ""Focused and I'm coping with the pain, yeah, we're"", ""Only getting older by the day, yeah, we're"", 'Only getting older (On my mind all the time)', '', '[Chorus]', 'Keeps me up all night', 'Keeps me', 'Get these thoughts that keep me up all night', 'Keeps me up (Up all night)', 'Keeps me up all night', 'Keeps me (Up)', 'Get these thoughts that keep me up all night', 'Keeps me up (Up all night)', '', '[Bridge]', 'On my mind all the time', ""Keepin' me up all night"", 'On my mind all the time', ""Keepin' me up all night"", 'On my mind all the time, ah', '', '[Outro]', 'Keeps me up all night', 'Keeps me']"
95,Christmas Tree FarmTaylor Swift,"['[Intro]', 'My winter nights are taken up by static', 'Stress and holiday shopping traffic', ""But I close my\u2005eyes\u2005and I'm somewhere\u2005else"", 'Just like magic', '', '[Verse 1]', 'In my heart is\u2005a Christmas tree farm', 'Where the people would come', 'To dance under sparkling lights', 'Bundled up in their mittens and coats', 'And the cider would flow', 'And I just wanna be there tonight', '', '[Pre-Chorus]', 'Sweet dreams of holly and ribbon', 'Mistakes are forgiven', ""And everythin' is icy and blue"", 'And you would be there too', '', '[Chorus]', 'Under the mistletoe', ""Watchin' the fire glow"", 'And tellin\' me, ""I love you""', ""Just bein' in your arms"", 'Takes me back to that little farm', 'Where every wish comes true', '', '[Verse 2]', 'In my heart is a Christmas tree farm', ""There's a light in the barn"", 'We run inside out from the cold', ""In the town, kids are dreamin' of sleighs"", ""And they're warm and they're safe"", 'They wake to see a blanket of snow', '', '[Pre-Chorus]', 'Sweet dreams of holly and ribbon', 'Mistakes are forgiven', ""And everythin' is icy and blue"", 'And you would be there too', '', '[Chorus]', 'Under the mistletoe', ""Watchin' the fire glow"", 'And tellin\' me, ""I love you""', ""Just bein' in your arms"", 'Takes me back to that little farm', 'Where every wish comes true', 'Baby, yeah', '', '[Bridge]', ""And when I'm feelin' alone"", 'You remind me of home', 'Oh, baby, baby, Merry Christmas', ""And when the world isn't fair"", ""I pretend that we're there"", 'Baby, baby, Merry Christmas (To you)', '', '[Chorus]', 'Under the mistletoe (To you)', 'Watching the fire glow', 'And tellin\' me, ""I love you""', '', '[Outro]', 'Oh, baby, baby, Merry Christmas', 'Oh, baby, baby, Merry Christmas (Darling)', 'Oh, baby, baby, Merry Christmas', 'I love you', 'Oh, baby, baby, Merry Christmas', 'Oh, baby, baby, Merry Christmas (I just want you to know)', 'Oh, baby, baby, Merry Christmas', 'Where every wish comes true', 'I love you']"
96,Beautiful PeopleEd Sheeran Featuring Khalid,"['[Intro: Ed Sheeran]', 'We are, we are, we are', '', '[Verse 1: Ed Sheeran]', 'L.A. on a Saturday night in the summer', 'Sundown and they all come out', 'Lamborghinis and their rented Hummers', ""The party's on, so they're headin' downtown ('Round here)"", ""Everybody's lookin' for a come up"", ""And they wanna know what you're about"", 'Me in the middle with the one I love and', ""We're just tryna figure everything out"", '', '[Pre-Chorus: Ed Sheeran]', ""We don't fit in well 'cause we are just ourselves"", ""I could use some help gettin' out of this conversation, yeah"", ""You look stunning, dear, so don't ask that question here"", 'This is my only fear: that we become', '', '[Chorus: Ed Sheeran]', 'Beautiful people', 'Drop top, designer clothes', 'Front row at fashion shows', '""What d\'you do?"" and ""Who d\'you know?""', 'Inside the world of beautiful people', 'Champagne and rolled-up notes', 'Prenups and broken homes', 'Surrounded, but still alone', ""Let's leave the party"", '', '[Post-Chorus: Ed Sheeran]', ""That's not who we are (We are, we are, we are)"", 'We are not beautiful', ""Yeah, that's not who we are (We are, we are, we are)"", 'We are not beautiful (Beautiful)', '', '[Verse 2: Khalid]', 'L.A., mmm', 'Drove for hours last night and we made it nowhere (Nowhere, nowhere)', ""I see stars in your eyes when we're halfway there (All night)"", ""I'm not fazed by all them lights and flashin' cameras"", ""'Cause with my arms around you, there's no need to care"", '', '[Pre-Chorus: Khalid]', ""We don't fit in well, we are just ourselves"", ""I could use some help gettin' out of this conversation, yeah"", ""You look stunning, dear, so don't ask that question here"", 'This is my only fear: that we become', '', '[Chorus: Ed Sheeran]', 'Beautiful people', 'Drop top, designer clothes', 'Front row at fashion shows', '""What d\'you do?"" and ""Who d\'you know?""', 'Inside the world of beautiful people', 'Champagne and rolled-up notes', 'Prenups and broken homes', 'Surrounded, but still alone', ""Let's leave the party"", '', '[Post-Chorus: Ed Sheeran, Both, Khalid]', ""That's not who we are (We are, we are, we are)"", 'We are not beautiful, yeah', ""Yeah, that's not who we are (We are, we are, we are)"", 'We are not beautiful (Beautiful)', '', '[Outro: Ed Sheeran]', 'We are, we are, we are', 'We are not beautiful']"
97,"Otro TragoSech, Darell, Nicky Jam, Ozuna & Anuel AA","['[Letra de ""Otro Trago"" ft. Darell]', '', '[Intro: Sech & Darell]', 'Sigue aquí tomándose otro trago', 'Su ex-novio con otra está (Ah-ah)', 'Los amigos subieron un estado (Ah-ah-ah, ah-ah)', 'Que hoy de farra se van', 'Te cambió aún siendo mejor que ella (No-no-no-no, no-oh-oh)', 'Por mujeres y un par de botellas (No-no-no-no, no-oh-oh)', ""Por amigos que no son amigos en verdá' (En verdá'; ice)"", 'Porque sé que te van a escribir cuando él se va', '(Everybody go to the discotek)', '', '[Pre-Coro: Sech & Darell]', ""Y ahora a lo oscuro y sin disimulo (Eso e' así)"", ""Olvidando la' pena' la pillé (Ah)"", 'Ahora hace lo que quiere cuando quiere (Oh-oh)', 'Y si no quiere, eres otro que se jode también (Here we go again!)', '', '[Coro: Sech & Darell]', ""Cuando el DJ pone la música (Eso e' así)"", ""Ella baila como nunca (Pa' que sepa)"", 'Y ahora a lo oscuro (Oh-oh), y sin disimulo (Oh-oh)', ""Olvidando la' pena' la pillé (¡Ra-ta-ta-tá!)"", 'Cuando el DJ pone la música', 'Ella baila como nunca (The Real Rondón)', 'Ahora hace lo que quiere cuando quiere', 'Y si no quiere, eres otro que se jode también', '(Woh, woh, stop that shit, nigga)', '', '[Verso 1: Darell]', ""Ahora pa' ella los días son grise' (Eso e' así)"", ""Porque su' mañana' no son felice' (¡Ah!)"", ""Lo que eran beso', ahora son cicatrice' (Pa' que sepa)"", ""Está soltera y pa' la calle dice (¡Ra-ta-ta-tá!)"", ""Deja que yo te coja y te monte en la Mercede' roja (Eso e' así)"", 'Voy a que eso abajo se te moja (Se te moja; ¡ah!)', ""Pa' que conmigo 'tés sonrojá' (Here we go again!)"", ""Mientra' de to' lo malo te despoja"", ""Hazle las maleti', que hace tiempo que se olvidó de ti (Eso e' así)"", ""Yo quiero financiarte, ma', yo quiero darte el peti' (Oh-oh)"", ""Tú 'tás linda con tu cuerpecito petite (¡Ah!)"", ""Y esa barriguita con más cuadrito que Tetri'"", 'Baby, what you look?', ""Mañana, desayunamo' Froot Loops (Oh my god!)"", ""Yo voy a darte y eso lo' sabe' tú (¡Ah!)"", ""Entramo' al cuarto, pero no apague' la lu'"", ""Que yo vo'a castigarte e' por tu mala actitud (Hi, sweety; listen)"", '', '[Coro: Sech & Darell]', ""Cuando el DJ pone la música (Eso e' así)"", ""Ella baila como nunca (Pa' que sepa)"", 'Y ahora a lo oscuro (Oh-oh), y sin disimulo (Oh-oh)', ""Olvidando la' pena' la pillé"", 'Cuando el DJ pone la música (¡Ra-ta-ta-tá!)', 'Ella baila como nunca (The Real Rondón)', 'Ahora hace lo que quiere cuando quiere', 'Y si no quiere, eres otro que se jode también', '', '[Verso 2: Sech]', 'Cuando el DJ pone la música, música (-ca)', 'Ella se va hasta abajo con toda su gang (Woh, oh)', 'Ahora baila, fuma, toma sola', ""Llega a la casa y no le dicen na'"", ""Qué vida, pa' que nunca se le acabe a ella ('Tá)"", ""'Tá borracha, pero pide otra botella (Ah-ah-ah)"", 'Es que a esa hora tiene la nota en alta', 'La felicidad en ella resalta', '', '[Pre-Coro: Sech & Darell]', ""Y ahora a lo oscuro y sin disimulo (Eso e' así)"", ""Olvidando la' pena' la pillé (Ah)"", 'Ahora hace lo que quiere cuando quiere (Oh-oh)', 'Y si no quiere, eres otro que se jode también (Here we go again!)', '', '[Coro: Sech & Darell]', ""Cuando el DJ pone la música (Eso e' así)"", ""Ella baila como nunca (Pa' que sepa)"", 'Y ahora a lo oscuro (Oh-oh), y sin disimulo (Oh-oh)', ""Olvidando la' pena' la pillé"", 'Cuando el DJ pone la música (¡Ra-ta-ta-tá!)', 'Ella baila como nunca (The Real Rondón)', 'Ahora hace lo que quiere cuando quiere', 'Y si no quiere, eres otro que se jode también', '', '[Outro: Darell]', 'The Real Rondón', 'Sech (Sech)', 'La verdadera vuelta, ¿oíste, baby?', 'Panamá and Puerto Rico', 'Dímelo Flow, -ow-ow-ow-ow', 'Stop that shit, nigga', 'Sech', 'Oye, baby, dile al noviecito tuyo', ""Que él e' el de la verdadera vuelta, sí, pero en el Uber""]"
98,Pure WaterMustard & Migos,"['[Intro: Quavo & YG]', 'Woo!', ""Y'all already know who I am? Right?"", 'Mustard on the beat, ho', ""Let's go"", '', '[Chorus: Quavo]', 'Uh (Woo, woo), no Master P (Ayy)', 'Ten bad bitches and they after me (Bad)', 'One bad bitch look like a masterpiece (Uh)', ""Lookin' for a dunk, like a athlete (Uh)"", 'Big drip, what you call it? (Big drip, yeah)', 'Ice chain, pure water (Ice, ice, ice)', ""You got the cash, but can't afford it (Cash, no)"", ""You got the bag, but can't afford it (Give me the bag)"", '', '[Verse 1: Quavo]', 'Give me the beat, I ride it like a jetski (Hey)', ""So many bad bitches they harassin' me (Bad)"", ""They like me 'cause I rap and be with the athletes (Athletes)"", ""Stop askin' me (Uh), I know they mad at me (Nah)"", ""Hop in the coupe, then I slide like it's Vaseline (Skrrt, skrrt)"", 'West coast 6-4 jump like a trampoline (6-4)', 'Take a brick out, put it on a triple beam (Brick out)', ""I'm not from Canada, but I see a lot of tings (Canada)"", 'Dismantle her, I know how to handle her (Woo, hey)', 'Light the candle up, make you put a banner up (Up, up)', ""Toss a 50 up, make 'em tear the club up (Tear the club up)"", 'Took your bitch out the game, I had to sub her (Swap, swap, here we go)', '', '[Chorus: Quavo & Offset]', 'Uh (Woo, woo), no Master P (Ayy)', 'Ten bad bitches and they after me (Bad)', 'One bad bitch look like a masterpiece (Uh)', ""Lookin' for a dunk, like a athlete (Uh, woo)"", 'Big drip, what you call it? (Big drip, big drip, yeah)', 'Ice chain, pure water (Ice, ice, ice)', ""You got the cash but can't afford it (Hey!, cash)"", ""You got the bag but can't afford it (Woo, woo, woo)"", '', '[Verse 2: Offset]', 'Offset!', ""Pimpin' ain't easy, make her open up and eat it (Eat it)"", ""Stars in the ceilin' and my seats, they Tempur-Pedic (Hey, hey)"", ""I see them niggas watchin' and they plottin', tryna sneak me (Plot)"", ""I can't hit a thot, can't trust a thot, they tellin' secrets (Thot, no)"", ""Big bank take lil' bank, lil' nigga (Cash)"", 'Catch him down bad, that nigga cry a whole river (Hey)', ""Nawf on my back, I'm takin' care of the whole village (Nawf)"", ""Somebody got shot, what you talkin' 'bout, Willis? (Who?)"", ""In the lobby with a brick, I'm Ricky Bobby with your bitch"", ""I go Lawrence with the fit, in the 'Rari with no tint ('Rari, drip, drip)"", ""I'm from the trench, I got the dirty money rinsed (Oh)"", ""He was poppin' so I popped and prayed to God, repent (Oh, oh, oh, let's go)"", '', '[Chorus: Quavo]', 'Uh (Woo, woo), no Master P (Ayy)', 'Ten bad bitches and they after me (Bad)', 'One bad bitch look like a masterpiece (Uh)', ""Lookin' for a dunk, like a athlete (Uh, woo)"", 'Big drip, what you call it? (Big drip, yeah)', 'Ice chain, pure water (Ice, ice, ice)', ""You got the cash but can't afford it (Cash, no)"", ""You got the bag but can't afford it"", '', '[Verse 3: Takeoff]', 'T-Takeoff, no limit to the money (Money, nah)', ""I picked the gang up, took a flight across the country ('Cross the country, where?)"", 'I tipped the waitress, told her, ""Keep the ones comin\'""', ""Hit the store to get some Backwoods and left the Wraith runnin', fuck it"", ""Lookin' like they plottin', but we already on it (On it)"", 'In the lab with Celine like that bag that she wanted (Celine)', ""A lot of tings, ass bustin' out them jeans, make you want it (Ting)"", ""Make you wanna spend a 50, hit the scene with her, don't it? (Scene)"", 'Whole team full of queens, gotta keep their eyes on me (Queen)', ""It's a snake in disguise, prolly wanna slide on me (Slide)"", ""I bet they ride on 'em when I put that prize on 'em (Prize)"", ""Ten bad bitches, rotate 'em, got five of 'em (Five)"", '', '[Chorus: Quavo]', 'Uh (Woo, woo), no Master P (Ayy)', 'Ten bad bitches and they after me (Bad)', 'One bad bitch look like a masterpiece (Uh)', ""Lookin' for a dunk, like a athlete (Uh)"", 'Big drip, what you call it? (Big drip, yeah)', 'Ice chain, pure water (Ice, ice, ice)', ""You got the cash but can't afford it (Cash, no)"", ""You got the bag but can't afford it"", '', '[Outro: Mustard]', 'Two-step (Oh, yeah, uh, oh, yeah)', 'Two-step (Oh, yeah, uh, oh, yeah)', 'Two-step (Oh, yeah, uh, oh, yeah)', 'Two-step (Oh, yeah, uh, oh, yeah)', 'Two-step (Oh, yeah, uh, oh, yeah)', 'Two-step (Oh, yeah, uh, oh, yeah)', 'Two-step (Oh, yeah, uh, oh, yeah)', 'Two-step (Oh, yeah, uh, oh, yeah)', 'Goodnight']"
99,Dancing With A StrangerSam Smith & Normani,"['[Intro: Sam Smith]', 'Hmm, mhm', '', '[Verse 1: Sam Smith]', ""I don't wanna be alone tonight (Alone tonight)"", ""It's pretty clear that I'm not over you (Over you, over you)"", ""I'm still thinking 'bout the things you do (Things you do)"", ""So I don't wanna be alone tonight, alone tonight, alone tonight"", 'Can you light the fire? (Light the fire, light the fire)', 'I need somebody who can take control (Take control)', 'I know exactly what I need to do', ""'Cause I don't wanna be alone tonight, alone tonight, alone tonight"", '', '[Chorus: Sam Smith]', ""Look what you made me do, I'm with somebody new"", ""Ooh, baby, baby, I'm dancing with a stranger"", ""Look what you made me do, I'm with somebody new"", ""Ooh, baby, baby, I'm dancing with a stranger"", 'Dancing with a stranger', '', '[Verse 2: Normani]', ""I wasn't even going out tonight (Out tonight)"", 'But, boy, I need to get you off of my mind (Off of my mind)', 'I know exactly what I have to do', ""I don't wanna be alone tonight, alone tonight, alone tonight"", '', '[Chorus: Normani, Sam Smith & Both]', ""Look what you made me do, I'm with somebody new"", ""Ooh, baby, baby, I'm dancing with a stranger"", ""Look what you made me do, I'm with somebody new"", ""Ooh, baby, baby, I'm dancing with a stranger"", 'Dancing with a stranger', 'Dancing with a stranger', 'Dancing, yeah, ooh', '', '[Outro: Sam Smith, Normani & Both]', ""Look what you made me do, I'm with somebody new (Ooh)"", ""Ooh, baby, baby, I'm dancing with a stranger"", ""Look what you made me do, I'm with somebody new"", ""Ooh, baby, baby, I'm dancing with a stranger"", ""I'm dancing, I'm dancing (Ooh)"", ""I'm dancing, I'm dancing (Dancing with a stranger)"", ""I'm dancing, I'm dancing (Dancing with a stranger)"", ""I'm dancing, I'm dancing (Dancing with a stranger)""]"
100,Only HumanJonas Brothers,"['[Intro: Nick Jonas]', 'Yeah, ayy', '', '[Verse 1: Joe Jonas]', ""I don't want this night to end"", 'It’s closing time, so leave with me again (Yeah)', 'You got all my love to spend, oh', ""Let's find a place where happiness begins"", '', '[Pre-Chorus: Joe Jonas]', ""We gon' dance in my living room, slave to the way you move"", 'Hurts when I’m leaving you (Ayy)', 'Just dance in the living room, love with an attitude', ""Drunk to an '80s groove (Ayy)"", ""We gon' dance in my living room, slave to the way you move"", ""Hurts when I'm leaving you (Ayy)"", 'Dance in the living room, love with an attitude', 'Drunk', '', '[Chorus: Nick Jonas]', ""It's only human, you know that it's real"", 'So why would you fight or try to deny the way that you feel?', ""Oh, babe, you can't fool me, your body's got other plans"", 'So stop pretending you’re shy, just come on and', 'Dance, dance, dance, dance, oh', '', '[Verse 2: Nick Jonas]', 'Early morning la-la-light', 'Only getting up to close the blinds, oh', ""I’m praying you don't change your mind"", ""’Cause leaving now just don't feel right"", ""Let's do it one more time, oh babe"", '', '[Pre-Chorus: Joe Jonas]', ""We gon' dance in my living room, slave to the way you move"", ""Hurts when I’m leaving you (Hurts when I'm leaving you)"", 'Just dance in the living room, love with an attitude', ""Drunk to an '80s groove (Ayy)"", ""We gon' dance in my living room, slave to the way you move"", ""Hurts when I'm leaving you (Ayy)"", 'Dance in the living room, love with an attitude', 'Drunk', '', '[Chorus: Nick Jonas & Joe Jonas]', ""It's only human, you know that it's real (Know that it's real)"", 'So why would you fight or try to deny the way that you feel?', '(The way that you feel)', ""Oh, babe, you can't fool me, your body's got other plans"", ""So stop pretending you're shy, just come on and"", 'Dance, dance, dance, dance, oh', '', '[Outro: Joe Jonas & Nick Jonas]', 'Dance, oh (Woo, ayy)', 'Only human', ""It's only (-man), it's only (-man)"", 'Only human', 'Oh yeah, yeah, yeah', 'Only human', ""It's only (-man), it's only (-man)"", 'Only human']"
101,Small TalkKaty Perry,"['[Verse 1]', ""Isn't it strange that you used to know me?"", 'All the highs and lows and in-betweens', 'And now you see me and just say, ""Hey""', ""Isn't it weird that you've seen me naked?"", ""We had conversations 'bout forever"", ""Now it's 'bout the weather‚ okay"", '', '[Pre-Chorus]', ""And I just can't believe"", 'We went from strangers to lovers to strangers in a lifetime', 'Now just memories', ""We've gone from strangers to lovers to strangers"", 'Yeah', '', '[Chorus]', 'Acting like we never met', ""Faking like we'd just forget"", 'We were lovers', ""And now there's nothing left but small talk"", 'Had every inch of your skin', ""There's nowhere your hands haven't been"", ""Ain't it funny?"", ""'Cause now there's nothing left but small talk"", '', '[Verse 2]', ""Isn't it wild that I know your weakness?"", 'And everybody at the party thinks', ""That you're the best since sliced bread"", ""And isn't it awkward I got a new somebody?"", ""And honestly it'll probably be a while before we can just be friends"", '', '[Pre-Chorus]', ""I just can't believe"", 'We went from strangers to lovers to strangers in a lifetime', 'Now just memories', ""We've gone from strangers to lovers to strangers"", '(Small talk)', '', '[Chorus]', 'Acting like we never met', ""Faking like we'd just forget"", 'We were lovers', ""And now there's nothing left but small talk"", 'Had every inch of your skin', ""There's nowhere your hands haven't been (Hands haven't been)"", ""Ain't it funny?"", ""'Cause now there's nothing left but small talk"", '', '[Post-Chorus]', 'Blah-blah-blah-blah', 'Blah-blah-blah-blah', 'Blah-blah-blah-blah', ""Now there's nothing left but small talk"", 'Blah-blah-blah-blah (Nothing left‚ nothing left‚ baby)', 'Blah-blah-blah-blah (Nah)', 'Blah-blah-blah-blah (Oh no)', ""Now there's nothing left but small talk"", '', '[Bridge]', ""And I just can't believe"", 'We went from strangers to lovers to strangers', '', '[Chorus]', 'Acting like we never met', ""Faking like we'd just forget"", 'We were lovers', ""And now there's nothing left but small talk"", 'Had every inch of your skin', ""There's nowhere your hands haven't been (Oh)"", ""Ain't it funny?"", ""'Cause now there's nothing left but small talk"", ""(Now there's nothing left but small talk)"", '', '[Post-Chorus]', 'Blah-blah-blah-blah', 'Blah-blah-blah-blah (Blah-blah-blah)', 'Blah-blah-blah-blah', ""Now there's nothing left but small talk (Now there's nothing left)"", 'Blah-blah-blah-blah', 'Blah-blah-blah-blah (Small talk)', 'Blah-blah-blah-blah', ""Now there's nothing left but small talk""]"
